id_police,bonus_malus,niveau_couverture,duree_contrat_mois,anciennete_situation,frequence_paiement,paiement_usage,usage_vehicule,code_insee,presence_conducteur2,age_conducteur1,age_conducteur2,sexe_conducteur1,sexe_conducteur2,anciennete_permis1,anciennete_permis2,age_vehicule,cylindree,puissance_din,type_carburant,marque_vehicule,modele_vehicule,vitesse_max,type_vehicule,valeur_vehicule,poids_vehicule,code_departement,anciennete_commercialisation,anciennete_fin_commercialisation,montant_total_sinistres,nombre_sinistres,poste_id,latitude,longitude,altitude,mois,precipitations_totales,nb_valeurs_precipitations,precip_max_24h,jour_precip_max,nbj_precip_1mm,nbj_precip_5mm,nbj_precip_10mm,nbj_precip_30mm,nbj_precip_50mm,nbj_precip_100mm,nbj_gelee,amplitude_moyenne,amplitude_maximale,jour_ampli_max,nb_valeurs_amplitude,temperature_moyenne,nb_valeurs_tmoyenne,nb_valeurs_tm,nb_jours_tm_sup24,tmoy_minimale,jour_tmoy_minimale,tmoy_maximale,jour_tmoy_maximale,departement,tranche_age
A00070847-V01,0.5,3,12.0,2.0,2,No,WorkPrivate,68224,No,51.0,,M,,21.0,,11,1598.0,111.0,Gasoline,RENAULT,SCENIC,185.0,Tourism,17517.0,1260,68,2013.0,2014.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,46-60
A00030799-V01,0.5,4,13.0,3.0,1,No,Retired,83061,No,68.0,,M,,48.0,,5,1229.0,81.0,Gasoline,OPEL,CORSA,168.0,Tourism,13900.0,1070,83,2020.0,2021.0,856.06,1.0,83061001.0,43.4235,6.738,7.0,202301.0,21.6,31.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,9.2,13.3,29.0,31.0,9.3,31.0,31.0,0.0,4.6,22.0,14.0,7.0,83,61-75
A00045445-V01,0.5,3,6.0,3.0,4,No,Professional,2A004,No,43.0,,M,,18.0,,6,1870.0,101.0,Diesel,RENAULT,TRAFIC,155.0,Commercial,23442.0,0,2A,2015.0,2020.0,,0.0,20004002.0,41.918,8.792667,5.0,202301.0,55.7,31.0,17.2,16.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,9.5,14.3,29.0,31.0,10.1,31.0,31.0,0.0,5.6,21.0,14.4,8.0,2A,31-45
A00083819-V01,0.5,4,10.0,6.0,1,No,Retired,85221,No,74.0,,M,,42.0,,6,1398.0,68.0,Diesel,CITROEN,C3,158.0,Tourism,18150.0,1058,85,2016.0,2024.0,,0.0,33415001.0,45.027167,-0.472667,42.0,202301.0,108.8,31.0,20.2,19.0,12.0,7.0,6.0,0.0,0.0,0.0,7.0,5.6,13.8,30.0,31.0,7.1,31.0,31.0,0.0,-0.6,22.0,13.7,1.0,85,61-75
A00048278-V01,0.5,4,25.0,6.0,12,No,WorkPrivate,06088,No,45.0,,M,,27.0,,6,1198.0,64.0,Gasoline,VOLKSWAGEN,POLO,162.0,Tourism,12510.0,1173,06,2015.0,2018.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,31-45
A00009548-V01,0.67,4,4.0,3.0,12,No,WorkPrivate,58194,No,38.0,,F,,16.0,,5,1398.0,68.0,Diesel,PEUGEOT,_207,166.0,Tourism,16500.0,1186,58,2020.0,2021.0,,0.0,58160001.0,46.998333,3.112667,175.0,202301.0,57.6,31.0,10.3,7.0,17.0,3.0,1.0,0.0,0.0,0.0,8.0,5.0,11.8,1.0,31.0,5.3,31.0,31.0,0.0,-1.6,30.0,11.6,5.0,58,31-45
A00002740-V01,0.9,4,3.0,1.0,1,No,WorkPrivate,35238,No,23.0,,F,,3.0,,2,1560.0,109.0,Diesel,MINI,MINI,195.0,Tourism,21300.0,1090,35,2023.0,2024.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,18-30
A00004128-V01,0.57,1,5.0,2.0,4,No,WorkPrivate,06088,No,35.0,,M,,17.0,,9,1298.0,86.0,Gasoline,TOYOTA,YARIS,175.0,Tourism,13250.0,990,06,2015.0,2019.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,31-45
A00041009-V02,0.5,1,3.0,3.0,1,No,WorkPrivate,81004,No,43.0,,M,,25.0,,40,602.0,29.0,Gasoline,CITROEN,2CV 6,115.0,Tourism,3299.0,560,81,1984.0,1995.0,,0.0,81284001.0,43.914667,2.116333,172.0,202301.0,80.8,31.0,29.1,17.0,9.0,6.0,2.0,0.0,0.0,0.0,7.0,6.2,15.2,7.0,31.0,5.2,31.0,31.0,0.0,-2.2,25.0,12.5,2.0,81,31-45
A00066589-V01,0.5,4,25.0,1.0,12,No,WorkPrivate,85005,No,47.0,,M,,29.0,,9,1896.0,131.0,Diesel,VOLKSWAGEN,PASSAT,208.0,Tourism,23570.0,1375,85,2014.0,2018.0,,0.0,85005001.0,46.618833,-0.775333,75.0,202301.0,130.5,31.0,31.3,14.0,16.0,9.0,4.0,1.0,0.0,0.0,8.0,5.8,11.5,3.0,31.0,6.3,31.0,31.0,0.0,-1.0,22.0,13.7,1.0,85,46-60
A00071422-V01,0.54,2,6.0,2.0,12,No,WorkPrivate,12068,Yes,30.0,28.0,M,F,12.0,94.0,13,1870.0,98.0,Diesel,RENAULT,SCENIC,173.0,Tourism,19804.0,1300,12,2012.0,2014.0,,0.0,12068001.0,44.357833,2.317167,647.0,202301.0,70.3,31.0,12.6,16.0,13.0,5.0,2.0,0.0,0.0,0.0,14.0,4.1,8.9,14.0,31.0,2.9,31.0,31.0,0.0,-3.6,22.0,11.6,1.0,12,18-30
A00015881-V02,0.5,1,1.0,1.0,12,No,WorkPrivate,84086,No,53.0,,M,,19.0,,17,2068.0,60.0,Diesel,RENAULT,TRAFIC,113.0,Commercial,18415.0,0,84,2003.0,2009.0,,0.0,84086001.0,43.811,5.146,672.0,202301.0,16.0,31.0,5.8,16.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,5.7,9.6,29.0,31.0,4.2,31.0,31.0,0.0,-2.0,22.0,11.9,1.0,84,46-60
A00070126-V02,0.5,4,8.0,1.0,2,No,WorkPrivate,59606,No,38.0,,M,,20.0,,1,1248.0,96.0,Diesel,OPEL,CORSA,177.0,Tourism,17890.0,1154,59,2024.0,2024.0,,0.0,59606004.0,50.328333,3.461,50.0,202301.0,65.4,31.0,8.6,9.0,14.0,5.0,0.0,0.0,0.0,0.0,11.0,4.6,10.6,29.0,31.0,5.4,31.0,31.0,0.0,-1.0,25.0,12.3,1.0,59,31-45
A00014903-V01,0.5,3,4.0,4.0,2,No,WorkPrivate,40192,No,46.0,,M,,28.0,,15,1761.0,101.0,Gasoline,CITROEN,XANTIA,180.0,Tourism,20002.0,1360,40,2009.0,2011.0,,0.0,40192001.0,43.909833,-0.500167,59.0,202301.0,121.6,31.0,38.8,16.0,11.0,8.0,4.0,1.0,0.0,0.0,9.0,8.2,17.1,14.0,31.0,6.5,31.0,31.0,0.0,-0.6,22.0,12.5,1.0,40,46-60
A00079017-V02,0.5,4,14.0,1.0,12,Yes,Retired,23013,Yes,67.0,70.0,F,M,40.0,48.0,13,1975.0,139.0,Gasoline,HYUNDAI,COUPE,200.0,Tourism,18904.0,1260,23,2012.0,2013.0,,0.0,23013001.0,46.0215,2.489333,564.0,202301.0,36.6,31.0,7.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,14.0,5.0,13.1,30.0,31.0,3.1,31.0,31.0,0.0,-4.1,30.0,14.1,1.0,23,61-75
A00075989-V01,1.0,4,14.0,2.0,1,No,Professional,38185,No,70.0,,M,,48.0,,4,1497.0,78.0,Gasoline,TOYOTA,PRIUS,170.0,Tourism,25950.0,1300,38,2018.0,2023.0,,0.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,61-75
A00071606-V01,0.54,3,13.0,13.0,1,No,Retired,68066,No,75.0,,M,,42.0,,24,1721.0,90.0,Gasoline,RENAULT,R21,185.0,Tourism,10443.0,970,68,2000.0,2000.0,,0.0,68066001.0,48.063333,7.33,202.0,202301.0,33.7,31.0,9.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,11.0,5.6,12.5,1.0,31.0,5.0,31.0,30.0,0.0,-1.7,21.0,13.9,2.0,68,61-75
A00083133-V01,0.5,3,1.0,1.0,12,Yes,Retired,69114,Yes,68.0,60.0,F,M,34.0,38.0,6,1360.0,89.0,Gasoline,PEUGEOT,_307,175.0,Tourism,16950.0,1228,69,2019.0,2020.0,,0.0,69114001.0,45.9765,4.650333,290.0,202301.0,23.4,31.0,6.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,5.3,10.7,7.0,31.0,5.1,31.0,31.0,0.0,0.1,22.0,13.4,1.0,69,61-75
A00002836-V01,0.85,4,3.0,3.0,2,No,WorkPrivate,44109,No,39.0,,F,,4.0,,11,973.0,55.0,Gasoline,OPEL,CORSA,150.0,Tourism,9140.0,930,44,2011.0,2014.0,,0.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,31-45
A00037292-V01,0.5,4,8.0,3.0,2,No,WorkPrivate,01034,No,64.0,,F,,40.0,,9,1587.0,96.0,Gasoline,CITROEN,XSARA,171.0,Tourism,16600.0,1315,01,2015.0,2016.0,128.01,1.0,1034004.0,45.769333,5.688,330.0,202301.0,53.4,31.0,15.4,8.0,12.0,2.0,1.0,0.0,0.0,0.0,14.0,5.1,12.0,31.0,31.0,4.3,31.0,31.0,0.0,-1.5,20.0,11.9,1.0,01,61-75
A00001546-V01,0.5,4,3.0,2.0,1,No,WorkPrivate,70165,No,43.0,,M,,24.0,,4,1753.0,116.0,Diesel,FORD,FOCUS,190.0,Tourism,21050.0,1299,70,2019.0,2021.0,,0.0,70165001.0,47.708667,5.8915,252.0,202301.0,70.8,31.0,12.0,17.0,13.0,5.0,2.0,0.0,0.0,0.0,12.0,4.4,8.2,14.0,31.0,4.6,31.0,31.0,0.0,-2.4,30.0,14.6,1.0,70,31-45
A00087669-V01,0.5,4,8.0,3.0,2,No,WorkPrivate,74256,No,42.0,,F,,24.0,,8,1598.0,113.0,Gasoline,RENAULT,MEGANE,192.0,Tourism,18200.0,1175,74,2016.0,2019.0,,0.0,74256001.0,45.931667,6.640333,542.0,202301.0,80.3,31.0,19.5,8.0,11.0,6.0,2.0,0.0,0.0,0.0,22.0,9.9,16.4,31.0,31.0,1.8,31.0,31.0,0.0,-6.1,20.0,12.3,1.0,74,31-45
A00026080-V01,0.5,4,5.0,5.0,12,No,WorkPrivate,66136,Yes,40.0,39.0,M,F,21.0,20.0,9,1587.0,109.0,Gasoline,PEUGEOT,_307,182.0,Tourism,19250.0,1193,66,2016.0,2019.0,,0.0,66136001.0,42.737167,2.872833,42.0,202301.0,19.5,31.0,17.1,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3,13.5,11.0,31.0,8.6,31.0,31.0,0.0,3.3,23.0,14.5,3.0,66,31-45
A00049282-V01,0.5,4,27.0,1.0,12,Yes,Retired,07089,Yes,63.0,62.0,F,M,44.0,42.0,7,2184.0,136.0,Diesel,NISSAN,X-TRAIL,180.0,Tourism,29700.0,1540,07,2017.0,2020.0,,0.0,43093001.0,45.265833,3.742833,1014.0,202301.0,43.0,31.0,10.1,2.0,9.0,3.0,1.0,0.0,0.0,0.0,22.0,4.8,12.3,14.0,31.0,0.0,31.0,31.0,0.0,-6.7,30.0,9.1,1.0,07,61-75
A00076288-V01,0.5,3,22.0,4.0,1,No,WorkPrivate,50562,No,55.0,,M,,36.0,,7,1398.0,68.0,Diesel,PEUGEOT,_206,168.0,Commercial,12438.0,1049,50,2016.0,2020.0,,0.0,50562001.0,49.572667,-1.274667,17.0,202301.0,105.2,31.0,15.2,12.0,16.0,7.0,3.0,0.0,0.0,0.0,0.0,3.4,5.9,20.0,31.0,8.1,31.0,31.0,0.0,4.1,18.0,12.2,4.0,50,46-60
A00027538-V01,0.54,3,5.0,1.0,2,No,WorkPrivate,67482,No,31.0,,M,,13.0,,11,1896.0,111.0,Diesel,AUDI,A6,194.0,Tourism,33661.0,1365,67,2012.0,2014.0,460.17,1.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,31-45
A00071095-V01,0.5,4,28.0,5.0,12,No,WorkPrivate,67482,Yes,55.0,67.0,F,M,35.0,44.0,6,1149.0,75.0,Gasoline,RENAULT,CLIO,170.0,Tourism,11250.0,910,67,2015.0,2017.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,46-60
A00072154-V01,0.5,4,10.0,2.0,12,No,WorkPrivate,35238,Yes,49.0,21.0,F,F,31.0,94.0,7,1598.0,113.0,Gasoline,RENAULT,MEGANE,192.0,Tourism,18900.0,1175,35,2016.0,2018.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,46-60
A00054454-V01,0.5,1,11.0,11.0,1,No,WorkPrivate,41018,No,53.0,,M,,34.0,,27,3785.0,86.0,Diesel,MERCEDES BENZ,L508,110.0,Commercial,22529.0,0,41,1983.0,2000.0,,0.0,41018001.0,47.572,1.3375,69.0,202301.0,74.9,31.0,16.9,14.0,12.0,7.0,2.0,0.0,0.0,0.0,8.0,4.5,11.6,3.0,31.0,6.2,31.0,31.0,0.0,-0.6,29.0,14.5,1.0,41,46-60
A00002926-V01,0.5,4,3.0,3.0,1,No,WorkPrivate,09261,No,52.0,,M,,31.0,,15,2835.0,125.0,Diesel,MITSUBISHI,PAJERO,150.0,Tourism,25886.0,1830,09,2009.0,2012.0,,0.0,9289001.0,43.005333,1.106833,414.0,202301.0,85.8,31.0,28.2,16.0,10.0,5.0,2.0,0.0,0.0,0.0,15.0,8.5,17.4,14.0,31.0,4.6,31.0,31.0,0.0,-1.7,23.0,12.8,1.0,09,46-60
A00062177-V01,0.5,4,20.0,1.0,2,No,Retired,79191,No,66.0,,F,,44.0,,2,1398.0,68.0,Diesel,CITROEN,C3,158.0,Tourism,18150.0,1058,79,2016.0,2024.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,61-75
A00007129-V01,0.5,4,2.0,2.0,1,No,WorkPrivate,79049,No,53.0,,F,,34.0,,7,1124.0,60.0,Gasoline,CITROEN,C2,158.0,Tourism,11350.0,932,79,2017.0,2022.0,56.19,1.0,79049004.0,46.839833,-0.515833,191.0,202301.0,83.3,31.0,20.0,14.0,14.0,6.0,4.0,0.0,0.0,0.0,9.0,4.8,11.4,20.0,31.0,5.7,31.0,31.0,0.0,-1.5,22.0,13.1,1.0,79,46-60
A00005571-V01,0.5,4,16.0,2.0,1,No,Retired,85060,Yes,62.0,62.0,M,F,44.0,43.0,2,1598.0,105.0,Diesel,VOLKSWAGEN,PASSAT,193.0,Tourism,27810.0,1411,85,2023.0,2024.0,,0.0,85060002.0,46.477167,-1.725833,27.0,202301.0,90.6,31.0,13.2,14.0,12.0,8.0,4.0,0.0,0.0,0.0,7.0,4.9,11.7,30.0,31.0,7.5,31.0,31.0,0.0,-0.3,22.0,13.1,1.0,85,61-75
A00068155-V01,0.52,4,9.0,3.0,1,No,WorkPrivate,38185,No,45.0,,F,,27.0,,3,1560.0,109.0,Diesel,PEUGEOT,_1007,185.0,Tourism,19850.0,1273,38,2021.0,2023.0,,0.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,31-45
A00011705-V01,0.85,4,3.0,2.0,12,No,WorkPrivate,13005,No,62.0,,M,,43.0,,3,1997.0,136.0,Diesel,VOLVO,C30,210.0,Tourism,23100.0,1346,13,2020.0,2022.0,662.17,1.0,13005003.0,43.307333,5.601167,130.0,202301.0,10.8,31.0,3.2,24.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,11.4,17.6,29.0,31.0,7.5,31.0,31.0,0.0,1.9,23.0,15.2,1.0,13,61-75
A00023409-V01,0.5,4,7.0,4.0,1,No,Retired,59512,No,75.0,,M,,30.0,,10,999.0,55.0,Gasoline,HYUNDAI,ATOS,142.0,Tourism,7608.0,810,59,2012.0,2013.0,,0.0,59512001.0,50.7075,3.180333,30.0,202301.0,81.5,31.0,11.7,11.0,17.0,6.0,2.0,0.0,0.0,0.0,8.0,4.5,10.3,29.0,31.0,6.2,31.0,31.0,0.0,0.2,25.0,12.4,1.0,59,61-75
A00033964-V01,0.5,4,18.0,1.0,1,No,WorkPrivate,12145,Yes,61.0,31.0,M,M,41.0,94.0,6,1598.0,101.0,Gasoline,OPEL,MERIVA,175.0,Tourism,13880.0,1300,12,2017.0,2018.0,,0.0,12145001.0,44.1185,3.0195,712.0,202301.0,27.7,31.0,9.7,16.0,7.0,1.0,0.0,0.0,0.0,0.0,16.0,4.4,10.2,14.0,31.0,2.6,31.0,31.0,0.0,-3.7,25.0,10.8,1.0,12,61-75
A00000109-V01,0.5,4,28.0,2.0,1,No,WorkPrivate,21231,No,54.0,,F,,35.0,,3,1560.0,90.0,Diesel,PEUGEOT,_207,182.0,Tourism,18750.0,1205,21,2020.0,2023.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,46-60
A00061032-V01,0.5,4,9.0,1.0,1,Yes,Retired,86194,No,67.0,,F,,41.0,,6,1149.0,75.0,Gasoline,RENAULT,CLIO,167.0,Tourism,13650.0,1080,86,2019.0,2020.0,,0.0,86027001.0,46.593833,0.314333,125.0,202301.0,94.2,31.0,17.1,14.0,13.0,8.0,4.0,0.0,0.0,0.0,8.0,5.2,10.2,3.0,31.0,5.9,31.0,31.0,0.0,-1.2,22.0,14.3,1.0,86,61-75
A00004029-V01,0.5,4,13.0,1.0,2,No,WorkPrivate,91200,No,51.0,,M,,32.0,,12,1783.0,180.0,Gasoline,AUDI,TT,228.0,Tourism,32540.0,1280,91,2012.0,2019.0,,0.0,91200002.0,48.526167,1.993,116.0,202301.0,59.0,31.0,13.0,14.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,4.5,11.1,31.0,31.0,5.5,31.0,31.0,0.0,0.1,19.0,12.8,1.0,91,46-60
A00075483-V01,0.5,4,22.0,5.0,1,No,Professional,67482,No,69.0,,M,,48.0,,13,2499.0,79.0,Diesel,RENAULT,MASTER,125.0,Commercial,19949.0,0,67,2011.0,2014.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,61-75
A00017711-V01,0.5,4,8.0,1.0,12,No,WorkPrivate,64068,No,40.0,,F,,21.0,,1,1461.0,106.0,Diesel,NISSAN,QASHQAI,174.0,Tourism,24050.0,1407,64,2021.0,2022.0,,0.0,64068001.0,43.127167,-0.2725,337.0,202301.0,137.6,31.0,36.6,16.0,12.0,9.0,5.0,1.0,0.0,0.0,12.0,8.9,19.0,14.0,31.0,5.5,31.0,31.0,0.0,-1.0,22.0,16.0,1.0,64,31-45
A00041931-V01,0.5,4,7.0,1.0,1,No,WorkPrivate,67516,No,48.0,,F,,28.0,,1,1997.0,140.0,Diesel,FORD,KUGA,184.0,Tourism,31100.0,1539,67,2024.0,2024.0,,0.0,67516001.0,48.7435,7.61,252.0,202301.0,41.8,31.0,11.8,8.0,8.0,3.0,1.0,0.0,0.0,0.0,13.0,4.0,11.0,4.0,31.0,4.5,31.0,31.0,0.0,-1.6,21.0,13.6,1.0,67,46-60
A00085113-V01,0.5,4,11.0,3.0,1,No,WorkPrivate,21231,No,69.0,,M,,48.0,,3,1149.0,59.0,Gasoline,RENAULT,CLIO,160.0,Tourism,12350.0,890,21,2016.0,2017.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,61-75
A00024976-V01,0.57,4,1.0,1.0,1,No,WorkPrivate,94054,Yes,32.0,33.0,F,M,12.0,18.0,1,1560.0,109.0,Diesel,CITROEN,C4 PICASSO,180.0,Tourism,28650.0,1489,94,2022.0,2024.0,,0.0,91027002.0,48.718,2.397,86.0,202301.0,44.5,31.0,8.9,14.0,13.0,3.0,0.0,0.0,0.0,0.0,9.0,4.3,10.1,29.0,31.0,6.0,31.0,31.0,0.0,0.5,22.0,12.7,1.0,94,31-45
A00057123-V01,0.51,4,6.0,1.0,12,No,WorkPrivate,13004,No,38.0,,M,,19.0,,2,1560.0,90.0,Diesel,PEUGEOT,PARTNER,160.0,Tourism,20900.0,1524,13,2023.0,2024.0,,0.0,13004003.0,43.51,4.693833,1.0,202301.0,5.2,31.0,2.6,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.5,12.2,11.0,31.0,7.8,31.0,31.0,0.0,3.4,22.0,14.5,1.0,13,31-45
A00066056-V01,0.54,4,1.0,1.0,1,No,WorkPrivate,83050,No,30.0,,F,,12.0,,5,1390.0,75.0,Gasoline,DACIA,LOGAN,162.0,Tourism,8190.0,1090,83,2019.0,2022.0,,0.0,83050007.0,43.526167,6.453333,173.0,202301.0,14.6,31.0,8.2,8.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,11.1,16.4,29.0,31.0,7.6,31.0,31.0,0.0,0.9,23.0,13.3,3.0,83,18-30
A00032476-V01,0.5,4,10.0,1.0,1,No,Retired,91200,No,63.0,,F,,45.0,,1,1349.0,75.0,Gasoline,MAZDA,MAZDA2,168.0,Tourism,13950.0,955,91,2024.0,2024.0,,0.0,91200002.0,48.526167,1.993,116.0,202301.0,59.0,31.0,13.0,14.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,4.5,11.1,31.0,31.0,5.5,31.0,31.0,0.0,0.1,19.0,12.8,1.0,91,61-75
A00084507-V01,0.62,3,2.0,2.0,1,No,Retired,83137,No,83.0,,F,,62.0,,7,1242.0,60.0,Gasoline,FIAT,PANDA,155.0,Tourism,10545.0,865,83,2017.0,2020.0,,0.0,83137001.0,43.115833,5.900667,3.0,202301.0,20.4,31.0,7.6,8.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,8.7,14.0,31.0,31.0,9.8,31.0,31.0,0.0,4.7,23.0,15.8,1.0,83,76+
A00084323-V03,0.5,3,8.0,1.0,1,No,WorkPrivate,86066,Yes,56.0,30.0,M,M,36.0,94.0,19,1753.0,60.0,Diesel,FORD,ESCORT,151.0,Tourism,11655.0,960,86,2002.0,2005.0,,0.0,86066001.0,46.814,0.576667,116.0,202301.0,95.0,31.0,18.6,14.0,14.0,9.0,3.0,0.0,0.0,0.0,8.0,4.5,9.8,3.0,31.0,6.1,31.0,31.0,0.0,-0.2,22.0,14.3,1.0,86,46-60
A00089335-V02,0.5,4,19.0,1.0,2,No,Retired,68224,No,79.0,,F,,35.0,,11,1149.0,59.0,Gasoline,RENAULT,KANGOO,140.0,Commercial,12089.0,975,68,2011.0,2015.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,76+
A00035451-V01,0.5,4,28.0,1.0,12,No,Retired,42218,No,72.0,,M,,53.0,,5,1398.0,68.0,Diesel,PEUGEOT,_206,168.0,Tourism,14500.0,1049,42,2015.0,2019.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,61-75
A00064313-V01,0.5,4,30.0,1.0,12,No,Retired,79049,No,63.0,,M,,43.0,,2,1560.0,90.0,Diesel,CITROEN,BERLINGO,160.0,Tourism,21700.0,1429,79,2023.0,2024.0,,0.0,79049004.0,46.839833,-0.515833,191.0,202301.0,83.3,31.0,20.0,14.0,14.0,6.0,4.0,0.0,0.0,0.0,9.0,4.8,11.4,20.0,31.0,5.7,31.0,31.0,0.0,-1.5,22.0,13.1,1.0,79,61-75
A00058663-V01,0.5,4,2.0,2.0,12,No,WorkPrivate,59392,Yes,38.0,31.0,M,F,19.0,94.0,9,1896.0,131.0,Diesel,AUDI,A4,207.0,Tourism,30190.0,1395,59,2014.0,2018.0,392.01,1.0,59392001.0,50.271667,3.9665,142.0,202301.0,104.8,31.0,21.7,14.0,17.0,6.0,3.0,0.0,0.0,0.0,11.0,4.0,9.5,29.0,31.0,4.9,31.0,31.0,0.0,-1.7,25.0,11.7,1.0,59,31-45
A00028347-V01,0.72,4,4.0,4.0,12,No,WorkPrivate,71270,No,37.0,,F,,18.0,,9,1997.0,90.0,Diesel,PEUGEOT,_307,179.0,Tourism,18100.0,1243,71,2015.0,2018.0,,0.0,71105001.0,46.2945,4.794333,219.0,202301.0,33.5,31.0,7.3,2.0,8.0,3.0,0.0,0.0,0.0,0.0,9.0,4.9,11.4,7.0,31.0,5.3,31.0,31.0,0.0,0.0,19.0,13.7,1.0,71,31-45
A00028315-V01,0.5,4,6.0,1.0,1,No,WorkPrivate,33063,Yes,39.0,33.0,M,F,20.0,18.0,2,1461.0,106.0,Diesel,NISSAN,QASHQAI,174.0,Tourism,24050.0,1407,33,2021.0,2022.0,,0.0,33063001.0,44.849667,-0.588667,10.0,202301.0,119.5,31.0,23.1,19.0,13.0,8.0,5.0,0.0,0.0,0.0,3.0,5.3,10.4,30.0,31.0,7.8,31.0,31.0,0.0,0.1,22.0,14.3,1.0,33,31-45
